name,host_star,ltr,disc_year,orb_period_ed,radius_e,circumference_k,circumference_m,mass_e,density_e,solar_flux,habit_code,temp_c,temp_f,disc_facility,disc_method
Kepler-159 b,Kepler-159,b,2014,10.14,2.38,"95,272","59,203",6.3,0.4628,33.46,0,174.0,345.0,Kepler,Transit
Kepler-159 c,Kepler-159,c,2014,43.6,3.41,"136,503","84,824",11.5,0.2886,4.79,0,2.0,36.0,Kepler,Transit
Kepler-1590 b,Kepler-1590,b,2016,7.62,1.14,"45,634","28,358",1.6,1.0436,171.48,0,747.0,1377.0,Kepler,Transit
Kepler-1591 b,Kepler-1591,b,2016,8.19,1.27,"50,838","31,591",2.2,1.0472,439.43,0,619.0,1146.0,Kepler,Transit
Kepler-1592 b,Kepler-1592,b,2016,3.06,1.54,"61,646","38,308",3.0,0.8167,1918.34,0,929.0,1704.0,Kepler,Transit
Kepler-1593 b,Kepler-1593,b,2016,174.51,3.17,"126,896","78,854",10.2,0.5499,0.89,0,-13.0,9.0,Kepler,Transit
Kepler-1594 b,Kepler-1594,b,2016,2.72,1.06,"42,432","26,368",1.2,1.0054,672.41,0,1087.0,1989.0,Kepler,Transit
Kepler-1595 b,Kepler-1595,b,2016,4.56,1.23,"49,237","30,596",2.0,1.0926,185.57,0,707.0,1305.0,Kepler,Transit
Kepler-1596 b,Kepler-1596,b,2016,66.37,1.9,"76,057","47,263",4.3,0.6207,33.38,0,198.0,388.0,Kepler,Transit
Kepler-1597 b,Kepler-1597,b,2016,2.95,1.06,"42,432","26,368",1.2,1.0054,1431.31,0,1224.0,2235.0,Kepler,Transit
Kepler-1598 b,Kepler-1598,b,2016,4.34,0.95,"38,029","23,631",0.8,0.9401,308.46,0,963.0,1765.0,Kepler,Transit
Kepler-1599 b,Kepler-1599,b,2016,122.36,1.62,"64,849","40,298",3.3,0.7641,8.2,0,134.0,273.0,Kepler,Transit
Kepler-16 b,Kepler-16,b,2011,228.78,8.449,"338,215","210,170",105.8,0.175,,0,,,Kepler,Transit
Kepler-160 b,Kepler-160,b,2014,4.31,1.715,"68,652","42,661",3.6,0.7096,396.62,0,861.0,1582.0,Kepler,Transit
Kepler-160 c,Kepler-160,c,2014,13.7,3.76,"150,513","93,530",13.6,0.2559,84.85,0,498.0,928.0,Kepler,Transit
Kepler-160 d,Kepler-160,d,2020,30.0,,0,0,100.0,,,0,,,Kepler,Transit Timing Variations
Kepler-1600 b,Kepler-1600,b,2016,386.37,3.13,"125,294","77,859",10.0,0.323,0.46,0,-64.0,-83.0,Kepler,Transit
Kepler-1601 b,Kepler-1601,b,2016,2.21,0.82,"32,825","20,398",0.5,0.8621,999.75,0,1234.0,2253.0,Kepler,Transit
Kepler-1602 b,Kepler-1602,b,2016,11.18,1.34,"53,640","33,333",2.4,0.9782,124.51,0,886.0,1627.0,Kepler,Transit
Kepler-1603 b,Kepler-1603,b,2016,2.27,1.29,"51,639","32,089",2.2,1.0272,1269.46,0,1249.0,2280.0,Kepler,Transit
Kepler-1604 b,Kepler-1604,b,2016,0.68,1.41,"56,443","35,074",2.6,0.9147,3567.57,0,1750.0,3182.0,Kepler,Transit
Kepler-1605 b,Kepler-1605,b,2016,85.76,1.08,"43,233","26,865",1.3,1.0127,16.73,0,255.0,491.0,Kepler,Transit
Kepler-1606 b,Kepler-1606,b,2016,196.44,2.07,"82,862","51,492",4.9,0.3031,1.29,2,51.0,124.0,Kepler,Transit
Kepler-1607 b,Kepler-1607,b,2016,13.65,0.92,"36,828","22,885",0.7,0.9238,449.63,0,640.0,1184.0,Kepler,Transit
Kepler-1608 b,Kepler-1608,b,2016,16.47,1.73,"69,252","43,034",3.6,0.7005,33.22,0,339.0,642.0,Kepler,Transit
Kepler-1609 b,Kepler-1609,b,2016,114.34,2.22,"88,867","55,223",5.6,0.5064,12.97,0,156.0,313.0,Kepler,Transit
Kepler-161 b,Kepler-161,b,2014,4.92,2.12,"84,864","52,735",12.1,1.2668,123.4,0,595.0,1103.0,Kepler,Transit
Kepler-161 c,Kepler-161,c,2014,7.06,2.05,"82,062","50,994",11.8,1.3666,76.2,0,496.0,925.0,Kepler,Transit
Kepler-1610 b,Kepler-1610,b,2016,8.7,1.61,"64,449","40,049",3.2,0.7695,56.21,0,477.0,891.0,Kepler,Transit
Kepler-1611 b,Kepler-1611,b,2016,5.18,0.81,"32,424","20,149",0.5,0.8584,146.22,0,970.0,1778.0,Kepler,Transit
Kepler-1612 b,Kepler-1612,b,2016,3.92,1.03,"41,231","25,621",1.1,0.9855,269.25,0,757.0,1395.0,Kepler,Transit
Kepler-1613 b,Kepler-1613,b,2016,1.52,2.08,"83,263","51,740",5.0,0.5517,6797.62,0,1653.0,3007.0,Kepler,Transit
Kepler-1614 b,Kepler-1614,b,2016,3.95,1.49,"59,645","37,064",2.8,0.853,276.37,0,708.0,1306.0,Kepler,Transit
Kepler-1615 b,Kepler-1615,b,2016,47.31,2.06,"82,462","51,243",4.9,0.559,31.17,0,385.0,725.0,Kepler,Transit
Kepler-1616 b,Kepler-1616,b,2016,6.76,1.02,"40,831","25,373",1.0,0.9782,724.86,0,1064.0,1947.0,Kepler,Transit
Kepler-1617 b,Kepler-1617,b,2016,27.48,1.2,"48,036","29,850",1.9,1.0799,64.69,0,463.0,865.0,Kepler,Transit
Kepler-1618 b,Kepler-1618,b,2016,6.11,1.26,"50,438","31,343",2.1,1.0617,903.91,0,994.0,1821.0,Kepler,Transit
Kepler-1619 b,Kepler-1619,b,2016,23.62,0.76,"30,423","18,905",0.4,0.824,74.64,0,524.0,975.0,Kepler,Transit
Kepler-162 b,Kepler-162,b,2014,6.92,1.26,"50,438","31,343",2.1,1.0617,305.95,0,688.0,1270.0,Kepler,Transit
Kepler-162 c,Kepler-162,c,2014,19.45,3.03,"121,291","75,372",9.4,0.3376,77.05,0,408.0,766.0,Kepler,Transit
Kepler-1620 b,Kepler-1620,b,2016,101.95,1.61,"64,449","40,049",3.2,0.7695,7.92,0,155.0,311.0,Kepler,Transit
Kepler-1621 b,Kepler-1621,b,2016,92.26,2.16,"86,465","53,730",5.3,0.5263,14.05,0,196.0,385.0,Kepler,Transit
Kepler-1622 b,Kepler-1622,b,2016,10.81,1.47,"58,844","36,566",2.8,0.8657,236.0,0,649.0,1200.0,Kepler,Transit
Kepler-1623 b,Kepler-1623,b,2016,4.36,1.31,"52,440","32,586",2.3,1.0073,243.08,0,727.0,1341.0,Kepler,Transit
Kepler-1624 b,Kepler-1624,b,2016,3.29,5.7,"228,172","141,788",27.6,0.1486,6.01,0,267.0,513.0,Kepler,Transit
Kepler-1625 b,Kepler-1625,b,2016,287.38,6.06,"242,583","150,743",30.6,0.1372,3.77,0,77.0,171.0,Kepler,Transit
Kepler-1626 b,Kepler-1626,b,2016,4.14,2.02,"80,861","50,248",4.7,0.5735,1328.65,0,1079.0,1974.0,Kepler,Transit
Kepler-1627 b,Kepler-1627,b,2016,7.2,3.69,"147,711","91,789",13.2,0.2613,143.12,0,521.0,970.0,Kepler,Transit
Kepler-1628 b,Kepler-1628,b,2016,76.38,6.43,"257,394","159,947",33.8,0.1269,0.79,0,-33.0,-27.0,Kepler,Transit
Kepler-1629 b,Kepler-1629,b,2016,3.88,0.77,"30,823","19,154",0.4,0.833,315.46,0,808.0,1486.0,Kepler,Transit
Kepler-163 b,Kepler-163,b,2014,7.81,1.05,"42,032","26,119",1.2,1.0,115.61,0,633.0,1171.0,Kepler,Transit
Kepler-163 c,Kepler-163,c,2014,21.35,2.26,"90,468","56,218",5.7,0.4955,30.24,0,375.0,707.0,Kepler,Transit
Kepler-1630 b,Kepler-1630,b,2016,510.0,2.19,"87,666","54,477",5.4,0.5154,0.26,0,-91.0,-132.0,Kepler,Transit
Kepler-1631 b,Kepler-1631,b,2016,4.1,1.35,"54,041","33,581",2.4,0.9691,446.92,0,849.0,1560.0,Kepler,Transit
Kepler-1632 b,Kepler-1632,b,2016,448.3,2.47,"98,875","61,442",6.7,0.441,6.06,2,96.0,205.0,Kepler,Transit
Kepler-1633 b,Kepler-1633,b,2016,186.4,1.58,"63,248","39,303",3.1,0.7895,26.26,0,652.0,1206.0,Kepler,Transit
Kepler-1634 b,Kepler-1634,b,2016,374.88,3.19,"127,696","79,352",10.3,0.3158,0.54,0,9.0,48.0,Kepler,Transit
Kepler-1635 b,Kepler-1635,b,2016,469.63,3.64,"145,710","90,545",12.9,0.2668,0.4,0,-73.0,-99.0,Kepler,Transit
Kepler-1636 b,Kepler-1636,b,2016,425.48,3.23,"129,297","80,347",10.5,0.3103,1.22,0,-25.0,-13.0,Kepler,Transit
Kepler-1637 b,Kepler-1637,b,2016,6.11,0.89,"35,627","22,139",0.6,0.9056,337.78,0,820.0,1508.0,Kepler,Transit
Kepler-1638 b,Kepler-1638,b,2016,259.34,1.87,"74,856","46,516",4.2,0.1016,2.76,2,31.0,88.0,Kepler,Transit
Kepler-1639 b,Kepler-1639,b,2016,9.88,2.58,"103,278","64,178",7.2,0.4174,187.85,0,730.0,1346.0,Kepler,Transit
Kepler-164 b,Kepler-164,b,2014,5.04,1.41,"56,443","35,074",2.6,0.9147,370.92,0,868.0,1594.0,Kepler,Transit
Kepler-164 c,Kepler-164,c,2014,10.95,2.73,"109,282","67,909",7.9,0.3866,131.49,0,608.0,1126.0,Kepler,Transit
Kepler-164 d,Kepler-164,d,2014,28.99,2.45,"98,074","60,944",6.6,0.4446,35.89,0,364.0,687.0,Kepler,Transit
Kepler-1640 b,Kepler-1640,b,2016,7.58,4.82,"192,945","119,898",20.7,0.1851,537.4,0,955.0,1751.0,Kepler,Transit
Kepler-1641 b,Kepler-1641,b,2016,19.67,3.11,"124,494","77,362",9.8,0.3267,82.83,0,635.0,1175.0,Kepler,Transit
Kepler-1641 c,Kepler-1641,c,2016,32.66,2.95,"118,089","73,382",9.0,0.3503,42.15,0,494.0,921.0,Kepler,Transit
Kepler-1642 b,Kepler-1642,b,2016,12.21,3.2,"128,097","79,600",10.3,0.314,39.91,0,622.0,1152.0,Kepler,Transit
Kepler-1642 c,Kepler-1642,c,2016,6.65,2.66,"106,480","66,168",7.6,0.4011,89.63,0,822.0,1512.0,Kepler,Transit
Kepler-1643 b,Kepler-1643,b,2016,5.34,2.3,"92,069","57,213",5.9,0.4828,137.75,0,526.0,979.0,Kepler,Transit
Kepler-1644 b,Kepler-1644,b,2016,21.09,1.88,"75,257","46,765",4.2,0.6298,31.86,0,333.0,631.0,Kepler,Transit
Kepler-1645 b,Kepler-1645,b,2016,16.18,1.78,"71,254","44,278",3.8,0.6751,138.54,0,481.0,898.0,Kepler,Transit
Kepler-1646 b,Kepler-1646,b,2016,4.49,1.23,"49,237","30,596",2.0,1.0926,4.2,0,92.0,198.0,Kepler,Transit
Kepler-1647 b,Kepler-1647,b,2016,1107.59,11.874,"475,318","295,367",483.0,0.2886,,0,,,Kepler,Transit
Kepler-1649 b,Kepler-1649,b,2017,8.69,1.0170000000000001,"40,711","25,298",1.0,0.9764,2.21,0,34.0,93.0,Kepler,Transit
Kepler-1649 c,Kepler-1649,c,2020,19.54,1.06,"42,432","26,368",1.2,1.0054,0.75,1,-39.0,-38.0,Kepler,Transit
Kepler-165 b,Kepler-165,b,2014,8.18,2.32,"92,870","57,710",6.0,0.4791,59.8,0,443.0,829.0,Kepler,Transit
Kepler-165 c,Kepler-165,c,2014,15.31,2.23,"89,267","55,472",5.6,0.5027,25.93,0,308.0,586.0,Kepler,Transit
Kepler-1650 b,Kepler-1650,b,2017,1.54,0.96,"38,429","23,880",0.8,0.9474,54.56,0,329.0,624.0,Kepler,Transit
Kepler-1651 b,Kepler-1651,b,2017,9.88,1.84,"73,656","45,770",4.0,0.6461,5.65,0,120.0,248.0,Kepler,Transit
Kepler-1652 b,Kepler-1652,b,2017,38.1,1.6,"64,048","39,800",3.2,1.7967,0.81,2,-5.0,23.0,Kepler,Transit
Kepler-1653 b,Kepler-1653,b,2017,140.25,2.17,"86,865","53,979",5.4,0.559,0.98,2,11.0,52.0,Kepler,Transit
Kepler-1654 b,Kepler-1654,b,2018,1047.84,9.18,"367,477","228,354",158.9,0.2178,0.3,0,-67.0,-89.0,Kepler,Transit
Kepler-1655 b,Kepler-1655,b,2018,11.87,2.213,"88,587","55,049",5.0,0.4537,155.0,0,590.0,1094.0,Kepler,Transit
Kepler-1656 b,Kepler-1656,b,2018,31.58,5.02,"200,951","124,873",48.6,0.3866,24.94,0,378.0,712.0,Kepler,Transit
Kepler-1658 b,Kepler-1658,b,2019,3.85,11.994000000000002,"480,122","298,352",1868.8,1.1543,4055.29,0,1761.0,3202.0,Kepler,Transit
Kepler-166 b,Kepler-166,b,2014,7.65,2.27,"90,868","56,467",5.8,0.4918,77.54,0,499.0,930.0,Kepler,Transit
Kepler-166 c,Kepler-166,c,2014,34.26,2.38,"95,272","59,203",6.3,0.4628,10.51,0,195.0,383.0,Kepler,Transit
Kepler-166 d,Kepler-166,d,2016,1.55,1.73,"69,252","43,034",3.6,0.7005,651.41,0,1040.0,1904.0,Kepler,Transit
Kepler-1661 b,Kepler-1661,b,2020,175.06,3.87,"154,917","96,267",17.0,0.2904,0.88,0,-30.0,-22.0,Kepler,Transit
Kepler-1663 b,Kepler-1663,b,2020,17.6,3.304,"132,260","82,187",10.9,0.3013,,0,,,Kepler,Transit
Kepler-1664 b,Kepler-1664,b,2020,14.39,3.033,"121,412","75,446",9.4,0.3376,,0,,,Kepler,Transit
Kepler-1665 b,Kepler-1665,b,2020,11.95,2.839,"113,646","70,620",8.4,0.3684,,0,,,Kepler,Transit
Kepler-1666 b,Kepler-1666,b,2020,25.85,2.883,"115,407","71,715",8.7,0.3612,,0,,,Kepler,Transit
Kepler-1666 c,Kepler-1666,c,2020,40.72,3.236,"129,538","80,496",10.5,0.3085,,0,,,Kepler,Transit
Kepler-1667 b,Kepler-1667,b,2020,83.58,2.984,"119,450","74,227",9.2,0.3448,,0,,,Kepler,Transit
Kepler-1668 b,Kepler-1668,b,2020,15.43,4.348,"174,051","108,157",17.4,0.2105,,0,,,Kepler,Transit
Kepler-1669 b,Kepler-1669,b,2020,9.51,2.78,"111,284","69,153",8.2,0.3775,,0,,,Kepler,Transit
Kepler-167 b,Kepler-167,b,2014,4.39,1.615,"64,649","40,173",3.2,0.7677,115.8,0,641.0,1186.0,Kepler,Transit
Kepler-167 c,Kepler-167,c,2014,7.41,1.548,"61,967","38,507",3.0,0.8094,57.7,0,495.0,923.0,Kepler,Transit
Kepler-167 d,Kepler-167,d,2016,21.8,1.194,"47,796","29,701",1.8,1.0726,13.68,0,263.0,505.0,Kepler,Transit
Kepler-167 e,Kepler-167,e,2016,1071.23,10.15,"406,306","252,483",73.4,0.0701,0.07,0,-142.0,-224.0,Kepler,Transit
Kepler-1670 b,Kepler-1670,b,2020,20.5,3.3560000000000003,"134,341","83,481",11.2,0.2958,,0,,,Kepler,Transit
Kepler-1671 b,Kepler-1671,b,2020,4.17,1.3259999999999998,"53,080","32,984",2.3,0.9927,,0,,,Kepler,Transit
Kepler-1672 b,Kepler-1672,b,2020,150.88,2.97,"118,890","73,879",9.1,0.3466,,0,,,Kepler,Transit
Kepler-1673 b,Kepler-1673,b,2020,33.79,2.9360000000000004,"117,529","73,033",8.9,0.3521,,0,,,Kepler,Transit
Kepler-1674 b,Kepler-1674,b,2020,62.56,3.2060000000000004,"128,337","79,750",10.4,0.314,,0,,,Kepler,Transit
Kepler-1675 b,Kepler-1675,b,2020,63.04,3.125,"125,094","77,735",9.9,0.3249,,0,,,Kepler,Transit
Kepler-1676 b,Kepler-1676,b,2020,29.92,3.377,"135,182","84,003",11.3,0.2922,,0,,,Kepler,Transit
Kepler-1677 b,Kepler-1677,b,2020,22.06,2.702,"108,162","67,213",7.8,0.392,,0,,,Kepler,Transit
Kepler-1678 b,Kepler-1678,b,2020,147.97,3.304,"132,260","82,187",10.9,0.3013,,0,,,Kepler,Transit
Kepler-1679 b,Kepler-1679,b,2020,9.75,2.069,"82,822","51,467",4.9,0.5554,,0,,,Kepler,Transit
Kepler-168 b,Kepler-168,b,2014,4.43,1.46,"58,444","36,318",2.7,0.8748,725.06,0,967.0,1773.0,Kepler,Transit
Kepler-168 c,Kepler-168,c,2014,13.19,2.69,"107,681","66,914",7.7,0.3938,169.0,0,589.0,1092.0,Kepler,Transit
Kepler-1680 b,Kepler-1680,b,2020,8.77,1.36,"54,441","33,830",2.4,0.9601,,0,,,Kepler,Transit
Kepler-1681 b,Kepler-1681,b,2020,69.9,2.553,"102,197","63,506",7.0,0.4229,,0,,,Kepler,Transit
Kepler-1682 b,Kepler-1682,b,2020,14.83,2.889,"115,647","71,864",8.7,0.3593,,0,,,Kepler,Transit
Kepler-1683 b,Kepler-1683,b,2020,15.03,1.875,"75,057","46,641",4.2,0.6316,,0,,,Kepler,Transit
Kepler-1684 b,Kepler-1684,b,2020,47.71,2.8710000000000004,"114,927","71,417",8.6,0.363,,0,,,Kepler,Transit
Kepler-1685 b,Kepler-1685,b,2020,20.49,2.577,"103,158","64,103",7.2,0.4174,,0,,,Kepler,Transit
Kepler-1686 b,Kepler-1686,b,2020,9.31,1.426,"57,083","35,472",2.6,0.902,,0,,,Kepler,Transit
Kepler-1687 b,Kepler-1687,b,2020,5.78,1.656,"66,290","41,193",3.4,0.7423,,0,,,Kepler,Transit
Kepler-1688 b,Kepler-1688,b,2020,5.62,1.262,"50,518","31,392",2.1,1.0581,,0,,,Kepler,Transit
Kepler-1689 b,Kepler-1689,b,2020,8.48,0.9470000000000001,"37,909","23,557",0.8,0.9383,,0,,,Kepler,Transit
Kepler-169 b,Kepler-169,b,2014,3.25,1.13,"45,234","28,109",1.5,1.0436,195.22,0,689.0,1272.0,Kepler,Transit
Kepler-169 c,Kepler-169,c,2014,6.2,1.21,"48,437","30,099",1.9,1.0817,82.85,0,503.0,937.0,Kepler,Transit
Kepler-169 d,Kepler-169,d,2014,8.35,1.25,"50,038","31,094",2.1,1.0726,55.53,0,429.0,804.0,Kepler,Transit
Kepler-169 e,Kepler-169,e,2014,13.77,2.2,"88,066","54,725",5.5,0.5136,28.55,0,322.0,612.0,Kepler,Transit
Kepler-169 f,Kepler-169,f,2014,87.09,2.58,"103,278","64,178",7.2,0.4174,2.44,0,48.0,118.0,Kepler,Transit
Kepler-1690 b,Kepler-1690,b,2020,234.64,2.8110000000000004,"112,525","69,924",8.3,0.3721,,0,,,Kepler,Transit
Kepler-1691 b,Kepler-1691,b,2020,3.85,1.835,"73,455","45,646",4.0,0.6497,,0,,,Kepler,Transit
Kepler-1692 b,Kepler-1692,b,2020,5.96,1.112,"44,514","27,661",1.4,1.0309,,0,,,Kepler,Transit
Kepler-1693 b,Kepler-1693,b,2020,12.1,1.2890000000000001,"51,599","32,064",2.2,1.029,,0,,,Kepler,Transit
Kepler-1694 b,Kepler-1694,b,2020,3.9,1.18,"47,236","29,353",1.8,1.069,,0,,,Kepler,Transit
Kepler-1695 b,Kepler-1695,b,2020,4.73,1.119,"44,794","27,835",1.5,1.0381,,0,,,Kepler,Transit
Kepler-1696 b,Kepler-1696,b,2020,65.94,2.81,"112,485","69,899",8.3,0.3721,,0,,,Kepler,Transit
Kepler-1697 b,Kepler-1697,b,2020,33.5,1.26,"50,438","31,343",2.1,1.0581,,0,,,Kepler,Transit
Kepler-1698 b,Kepler-1698,b,2020,1.21,1.073,"42,952","26,691",1.2,1.0091,,0,,,Kepler,Transit
Kepler-1699 b,Kepler-1699,b,2020,3.49,1.567,"62,727","38,979",3.1,0.7985,,0,,,Kepler,Transit
Kepler-17 b,Kepler-17,b,2011,1.49,14.68,"587,643","365,167",778.6,0.245,1481.77,0,1297.0,2367.0,Kepler,Transit
Kepler-170 b,Kepler-170,b,2014,7.93,3.2,"128,097","79,600",82.6,2.5227,136.52,0,626.0,1159.0,Kepler,Transit
Kepler-170 c,Kepler-170,c,2014,16.67,2.86,"114,486","71,143",8.6,0.3648,50.68,0,429.0,804.0,Kepler,Transit
Kepler-1700 b,Kepler-1700,b,2020,234.24,2.9010000000000002,"116,128","72,163",8.8,0.3575,,0,,,Kepler,Transit
Kepler-1701 b,Kepler-1701,b,2020,169.13,2.222,"88,947","55,273",5.6,0.5064,,2,,,Kepler,Transit
Kepler-1702 b,Kepler-1702,b,2020,18.5,1.6019999999999999,"64,128","39,850",3.2,0.7768,,0,,,Kepler,Transit
Kepler-171 b,Kepler-171,b,2014,4.17,2.34,"93,671","58,208",6.1,0.4737,304.18,0,780.0,1436.0,Kepler,Transit
Kepler-171 c,Kepler-171,c,2014,11.46,2.56,"102,477","63,680",7.1,0.4211,78.91,0,479.0,894.0,Kepler,Transit
Kepler-171 d,Kepler-171,d,2014,39.6,1.89,"75,657","47,014",4.2,0.6243,15.1,0,224.0,435.0,Kepler,Transit
Kepler-172 b,Kepler-172,b,2014,2.94,2.35,"94,071","58,457",6.1,0.4701,639.48,0,983.0,1801.0,Kepler,Transit
Kepler-172 c,Kepler-172,c,2014,6.39,2.86,"114,486","71,143",8.6,0.3648,227.22,0,697.0,1287.0,Kepler,Transit
Kepler-172 d,Kepler-172,d,2014,14.63,2.25,"90,068","55,969",5.7,0.4973,75.29,0,463.0,865.0,Kepler,Transit
Kepler-172 e,Kepler-172,e,2014,35.12,2.76,"110,483","68,655",8.0,0.3811,23.43,0,277.0,531.0,Kepler,Transit
Kepler-173 b,Kepler-173,b,2014,4.26,1.29,"51,639","32,089",2.2,1.0272,599.5,0,906.0,1663.0,Kepler,Transit
Kepler-173 c,Kepler-173,c,2014,8.01,2.43,"97,273","60,447",6.5,0.4501,258.42,0,683.0,1261.0,Kepler,Transit
Kepler-174 b,Kepler-174,b,2014,13.98,1.96,"78,459","48,755",4.5,0.5953,24.42,0,280.0,536.0,Kepler,Transit
Kepler-174 c,Kepler-174,c,2014,44.0,1.49,"59,645","37,064",2.8,0.853,5.3,0,104.0,219.0,Kepler,Transit
Kepler-174 d,Kepler-174,d,2014,247.35,2.19,"87,666","54,477",5.4,0.5154,0.53,2,-61.0,-78.0,Kepler,Transit
Kepler-175 b,Kepler-175,b,2014,11.9,2.56,"102,477","63,680",7.1,0.4211,129.64,0,554.0,1029.0,Kepler,Transit
Kepler-175 c,Kepler-175,c,2014,34.04,3.1,"124,094","77,113",9.8,0.3285,31.95,0,310.0,590.0,Kepler,Transit
Kepler-176 b,Kepler-176,b,2014,5.43,1.43,"57,243","35,571",2.6,0.8966,123.8,0,568.0,1054.0,Kepler,Transit
Kepler-176 c,Kepler-176,c,2014,12.76,2.6,"104,078","64,675",23.0,1.3049,39.63,0,360.0,680.0,Kepler,Transit
Kepler-176 d,Kepler-176,d,2014,25.75,2.51,"100,476","62,437",15.2,0.9583,15.54,0,228.0,442.0,Kepler,Transit
Kepler-176 e,Kepler-176,e,2016,51.17,1.45,"58,044","36,069",2.7,0.8838,6.22,0,125.0,257.0,Kepler,Transit
Kepler-177 b,Kepler-177,b,2013,35.86,3.5,"140,106","87,063",5.8,0.1361,30.4,0,276.0,529.0,Kepler,Transit
Kepler-177 c,Kepler-177,c,2013,49.41,8.73,"349,463","217,160",14.7,0.022,25.4,0,224.0,435.0,Kepler,Transit
Kepler-178 b,Kepler-178,b,2014,9.58,2.9,"116,088","72,138",8.8,0.3575,84.57,0,573.0,1063.0,Kepler,Transit
Kepler-178 c,Kepler-178,c,2014,20.55,2.88,"115,287","71,640",8.6,0.3612,30.55,0,383.0,721.0,Kepler,Transit
Kepler-178 d,Kepler-178,d,2014,96.68,3.95,"158,119","98,257",14.8,0.2396,3.87,0,119.0,246.0,Kepler,Transit
Kepler-179 b,Kepler-179,b,2014,2.74,1.64,"65,649","40,795",3.3,0.7532,360.26,0,802.0,1476.0,Kepler,Transit
Kepler-179 c,Kepler-179,c,2014,6.4,2.0,"80,060","49,750",4.7,0.5808,115.98,0,537.0,999.0,Kepler,Transit
Kepler-18 b,Kepler-18,b,2011,3.5,2.0,"80,060","49,750",6.9,0.8893,355.74,0,892.0,1638.0,Kepler,Transit
Kepler-18 c,Kepler-18,c,2011,7.64,5.49,"219,766","136,564",17.3,0.1071,126.08,0,626.0,1159.0,Kepler,Transit
Kepler-18 d,Kepler-18,d,2011,14.86,6.98,"279,411","173,628",16.4,0.049,51.92,0,447.0,837.0,Kepler,Transit
Kepler-180 b,Kepler-180,b,2014,13.82,1.5,"60,045","37,313",2.9,0.8457,72.12,0,508.0,946.0,Kepler,Transit
Kepler-180 c,Kepler-180,c,2014,41.89,3.01,"120,491","74,874",9.3,0.3412,16.42,0,267.0,513.0,Kepler,Transit
Kepler-181 b,Kepler-181,b,2014,3.14,1.27,"50,838","31,591",2.2,1.0472,255.58,0,768.0,1414.0,Kepler,Transit
Kepler-181 c,Kepler-181,c,2014,4.3,1.99,"79,660","49,502",4.6,0.5844,168.19,0,664.0,1227.0,Kepler,Transit
Kepler-182 b,Kepler-182,b,2014,9.83,2.58,"103,278","64,178",7.2,0.4174,239.79,0,662.0,1224.0,Kepler,Transit
Kepler-182 c,Kepler-182,c,2014,20.68,3.43,"137,303","85,322",11.6,0.2868,88.85,0,456.0,853.0,Kepler,Transit
Kepler-183 b,Kepler-183,b,2014,5.69,2.06,"82,462","51,243",4.9,0.559,281.85,0,815.0,1499.0,Kepler,Transit
Kepler-183 c,Kepler-183,c,2014,11.64,2.27,"90,868","56,467",35.7,3.049,108.72,0,584.0,1083.0,Kepler,Transit
Kepler-184 b,Kepler-184,b,2014,10.69,2.36,"94,471","58,705",6.2,0.4682,70.36,0,507.0,945.0,Kepler,Transit
Kepler-184 c,Kepler-184,c,2014,20.3,1.97,"78,859","49,004",8.8,1.147,29.88,0,357.0,675.0,Kepler,Transit
Kepler-184 d,Kepler-184,d,2014,29.02,2.49,"99,675","61,939",6.8,0.4374,18.56,0,286.0,547.0,Kepler,Transit
Kepler-185 b,Kepler-185,b,2014,1.63,1.17,"46,835","29,104",1.7,1.0653,475.51,0,964.0,1767.0,Kepler,Transit
Kepler-185 c,Kepler-185,c,2014,20.73,2.02,"80,861","50,248",4.7,0.5735,16.03,0,257.0,495.0,Kepler,Transit
Kepler-186 b,Kepler-186,b,2014,3.89,1.07,"42,832","26,616",1.2,1.0091,37.37,0,298.0,568.0,Kepler,Transit
Kepler-186 c,Kepler-186,c,2014,7.27,1.25,"50,038","31,094",2.1,1.0726,13.98,0,191.0,376.0,Kepler,Transit
Kepler-186 d,Kepler-186,d,2014,13.34,1.4,"56,042","34,825",2.5,0.9238,7.2,0,106.0,223.0,Kepler,Transit
Kepler-186 e,Kepler-186,e,2014,22.41,1.27,"50,838","31,591",2.2,1.0472,3.61,0,46.0,115.0,Kepler,Transit
Kepler-186 f,Kepler-186,f,2014,129.94,1.17,"46,835","29,104",1.7,1.0653,0.3,1,-96.0,-141.0,Kepler,Transit
Kepler-187 b,Kepler-187,b,2014,4.94,1.41,"56,443","35,074",2.6,0.9147,902.24,0,971.0,1780.0,Kepler,Transit
Kepler-187 c,Kepler-187,c,2014,10.64,2.67,"106,881","66,417",7.6,0.3993,324.13,0,690.0,1274.0,Kepler,Transit
Kepler-188 b,Kepler-188,b,2014,2.06,1.68,"67,251","41,790",3.5,0.7278,1069.23,0,1190.0,2174.0,Kepler,Transit
Kepler-188 c,Kepler-188,c,2014,6.0,3.19,"127,696","79,352",10.3,0.3158,257.35,0,752.0,1386.0,Kepler,Transit
Kepler-189 b,Kepler-189,b,2014,10.4,1.21,"48,437","30,099",1.9,1.0817,45.39,0,405.0,761.0,Kepler,Transit
Kepler-189 c,Kepler-189,c,2014,20.13,2.38,"95,272","59,203",22.7,1.6788,18.81,0,271.0,520.0,Kepler,Transit
Kepler-19 b,Kepler-19,b,2011,9.29,2.209,"88,427","54,949",8.4,1.8875,93.54,0,489.0,912.0,Kepler,Transit
